antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'CALC_no'}),frozenset({'family_history_with_overweight_yes'}),0.30270014211274276,0.817621980104216,0.2534343912837518,0.8372456964006261,1.024000964717104,0.005940101711703449,1.1205726414750579
frozenset({'MTRANS_Public_Transportation'}),frozenset({'family_history_with_overweight_yes'}),0.7484604452865941,0.817621980104216,0.6020843202273803,0.8044303797468354,0.9838658931897853,-0.009873391077527938,0.9325478039978595
frozenset({'family_history_with_overweight_yes'}),frozenset({'MTRANS_Public_Transportation'}),0.817621980104216,0.7484604452865941,0.6020843202273803,0.7363847045191193,0.9838658931897853,-0.009873391077527938,0.9541918053523925
frozenset({'NObeyesdad_Obesity_Type_I'}),frozenset({'family_history_with_overweight_yes'}),0.1662719090478446,0.817621980104216,0.16295594504973945,0.98005698005698,1.1986676042295972,0.02700837753833263,9.144954997631451
frozenset({'NObeyesdad_Obesity_Type_II'}),frozenset({'family_history_with_overweight_yes'}),0.14069161534817623,0.817621980104216,0.14021790620558977,0.9966329966329965,1.2189410520812605,0.025185349080553213,54.166271909046294
frozenset({'NObeyesdad_Obesity_Type_III'}),frozenset({'family_history_with_overweight_yes'}),0.15348176219801044,0.817621980104216,0.15348176219801044,1.0,1.2230590961761296,0.027991699879788723,inf
frozenset({'NObeyesdad_Overweight_Level_II'}),frozenset({'family_history_with_overweight_yes'}),0.13737565135007104,0.817621980104216,0.12884888678351492,0.9379310344827587,1.1471450833100252,0.016527534708563413,2.938312542765413
frozenset({'CAEC_Sometimes'}),frozenset({'FAVC_yes'}),0.8360966366650876,0.8839412600663192,0.7617243012790147,0.9110481586402267,1.030665950101564,0.022663986728065688,1.3047367897002975
frozenset({'FAVC_yes'}),frozenset({'CAEC_Sometimes'}),0.8839412600663192,0.8360966366650876,0.7617243012790147,0.8617363344051447,1.030665950101564,0.022663986728065688,1.1854406045850645
frozenset({'CALC_Sometimes'}),frozenset({'FAVC_yes'}),0.6636665087636191,0.8839412600663192,0.6077688299384179,0.9157744468236975,1.0360127852330254,0.021126619918089506,1.3779516495515844
frozenset({'FAVC_yes'}),frozenset({'CALC_Sometimes'}),0.8839412600663192,0.6636665087636191,0.6077688299384179,0.6875669882100751,1.0360127852330254,0.021126619918089506,1.0764979324992914
frozenset({'CALC_no'}),frozenset({'FAVC_yes'}),0.30270014211274276,0.8839412600663192,0.24964471814306016,0.8247261345852895,0.9330101125988994,-0.01792442689833157,0.6621565608716252
frozenset({'MTRANS_Public_Transportation'}),frozenset({'FAVC_yes'}),0.7484604452865941,0.8839412600663192,0.6655613453339649,0.8892405063291139,1.0059950208257018,0.003966276217534648,1.0478446234012317
frozenset({'FAVC_yes'}),frozenset({'MTRANS_Public_Transportation'}),0.8839412600663192,0.7484604452865941,0.6655613453339649,0.7529474812433012,1.0059950208257018,0.003966276217534648,1.018162275694611
frozenset({'NObeyesdad_Obesity_Type_I'}),frozenset({'FAVC_yes'}),0.1662719090478446,0.8839412600663192,0.16106110847939364,0.9686609686609686,1.0958431430028428,0.014086507682009447,3.703328883338355
frozenset({'NObeyesdad_Obesity_Type_II'}),frozenset({'FAVC_yes'}),0.14069161534817623,0.8839412600663192,0.13737565135007104,0.9764309764309763,1.104633328641903,0.013012527598438253,4.924206537186146
frozenset({'NObeyesdad_Obesity_Type_III'}),frozenset({'FAVC_yes'}),0.15348176219801044,0.8839412600663192,0.15300805305542398,0.9969135802469136,1.1278052346737593,0.017339190780915475,37.6030317385124
frozenset({'NObeyesdad_Overweight_Level_I'}),frozenset({'FAVC_yes'}),0.13737565135007104,0.8839412600663192,0.1269540502131691,0.9241379310344828,1.0454743689248625,0.005522043856355963,1.5298652082167024
frozenset({'NObeyesdad_Overweight_Level_II'}),frozenset({'FAVC_yes'}),0.13737565135007104,0.8839412600663192,0.10232117479867361,0.7448275862068966,0.842621133163322,-0.01911083155813953,0.4548247916319923
frozenset({'CAEC_Sometimes'}),frozenset({'CALC_Sometimes'}),0.8360966366650876,0.6636665087636191,0.5736617716721932,0.6861189801699716,1.0338309544174233,0.01877243582767041,1.0715317906718633
frozenset({'CALC_Sometimes'}),frozenset({'CAEC_Sometimes'}),0.6636665087636191,0.8360966366650876,0.5736617716721932,0.8643825838686652,1.0338309544174233,0.01877243582767041,1.208571642274801
frozenset({'CALC_no'}),frozenset({'CAEC_Sometimes'}),0.30270014211274276,0.8360966366650876,0.24111795357650403,0.7965571205007825,0.9527093945479614,-0.01196861716200423,0.8056480705462234
frozenset({'CAEC_Sometimes'}),frozenset({'MTRANS_Public_Transportation'}),0.8360966366650876,0.7484604452865941,0.6158218853623875,0.7365439093484419,0.9840786029332664,-0.009963375618587622,0.9547684173530355
frozenset({'MTRANS_Public_Transportation'}),frozenset({'CAEC_Sometimes'}),0.7484604452865941,0.8360966366650876,0.6158218853623875,0.8227848101265822,0.9840786029332663,-0.009963375618587622,0.9248832645327196
frozenset({'NObeyesdad_Obesity_Type_I'}),frozenset({'CAEC_Sometimes'}),0.1662719090478446,0.8360966366650876,0.16011369019422075,0.962962962962963,1.1517364389885638,0.021094306267434526,4.425390810042642
frozenset({'NObeyesdad_Obesity_Type_II'}),frozenset({'CAEC_Sometimes'}),0.14069161534817623,0.8360966366650876,0.13879677877783042,0.9865319865319865,1.1799257923903816,0.021164992378242056,12.1698247276172
frozenset({'NObeyesdad_Obesity_Type_III'}),frozenset({'CAEC_Sometimes'}),0.15348176219801044,0.8360966366650876,0.15300805305542398,0.9969135802469136,1.1923425313888014,0.02468246789223666,53.10468972051138
frozenset({'NObeyesdad_Overweight_Level_I'}),frozenset({'CAEC_Sometimes'}),0.13737565135007104,0.8360966366650876,0.11179535765040265,0.8137931034482759,0.9733242160789295,-0.003063962403067458,0.8802217660578632
frozenset({'NObeyesdad_Overweight_Level_II'}),frozenset({'CAEC_Sometimes'}),0.13737565135007104,0.8360966366650876,0.12790146849834202,0.9310344827586208,1.1135488912767413,0.01304214844487192,2.376598768356233
frozenset({'MTRANS_Public_Transportation'}),frozenset({'CALC_Sometimes'}),0.7484604452865941,0.6636665087636191,0.516816674561819,0.690506329113924,1.0404417278797242,0.02008854389080139,1.0867217099253204
frozenset({'CALC_Sometimes'}),frozenset({'MTRANS_Public_Transportation'}),0.6636665087636191,0.7484604452865941,0.516816674561819,0.7787294789436117,1.0404417278797242,0.02008854389080139,1.1367965037209087
frozenset({'NObeyesdad_Obesity_Type_II'}),frozenset({'CALC_Sometimes'}),0.14069161534817623,0.6636665087636191,0.10611084793936523,0.7542087542087542,1.1364273234366027,0.012738534768927098,1.3683705054411661
frozenset({'NObeyesdad_Obesity_Type_III'}),frozenset({'CALC_Sometimes'}),0.15348176219801044,0.6636665087636191,0.15300805305542398,0.9969135802469136,1.5021303125633367,0.051147347778582375,108.97205116058693
frozenset({'NObeyesdad_Overweight_Level_I'}),frozenset({'CALC_Sometimes'}),0.13737565135007104,0.6636665087636191,0.10611084793936523,0.7724137931034484,1.1638583277954173,0.014939229018735428,1.4778289766447046
frozenset({'CALC_no'}),frozenset({'MTRANS_Public_Transportation'}),0.30270014211274276,0.7484604452865941,0.21364282330648982,0.7057902973395931,0.9429894415720765,-0.01291625984752895,0.8549668907546084
frozenset({'NObeyesdad_Obesity_Type_I'}),frozenset({'MTRANS_Public_Transportation'}),0.1662719090478446,0.7484604452865941,0.11179535765040265,0.6723646723646723,0.8983302679505211,-0.012652589434199196,0.7677424669948303
frozenset({'NObeyesdad_Obesity_Type_III'}),frozenset({'MTRANS_Public_Transportation'}),0.15348176219801044,0.7484604452865941,0.15300805305542398,0.9969135802469136,1.3319522581653382,0.03813302497732994,81.49881572714317
frozenset({'NObeyesdad_Overweight_Level_I'}),frozenset({'MTRANS_Public_Transportation'}),0.13737565135007104,0.7484604452865941,0.1004263382283278,0.7310344827586207,0.9767175905718027,-0.0023939029526822697,0.935211164960099
"frozenset({'Gender_Male', 'family_history_with_overweight_yes'})",frozenset({'FAVC_yes'}),0.4334438654666035,0.8839412600663192,0.40265277119848414,0.9289617486338798,1.050931538781415,0.019513854589918445,1.6337499544510454
"frozenset({'Gender_Male', 'FAVC_yes'})",frozenset({'family_history_with_overweight_yes'}),0.4576030317385126,0.817621980104216,0.40265277119848414,0.8799171842650103,1.0761907160970086,0.028506474286749073,1.5187686829252347
frozenset({'Gender_Male'}),"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",0.5059213642823307,0.7484604452865941,0.40265277119848414,0.795880149812734,1.0633563267434694,0.023990641607729735,1.2323130478620068
"frozenset({'Gender_Male', 'CAEC_Sometimes'})",frozenset({'family_history_with_overweight_yes'}),0.4362861203221222,0.817621980104216,0.39744197063003317,0.9109663409337677,1.11416566958933,0.04072484904027335,2.0484165405367945
"frozenset({'Gender_Male', 'family_history_with_overweight_yes'})",frozenset({'CAEC_Sometimes'}),0.4334438654666035,0.8360966366650876,0.39744197063003317,0.9169398907103825,1.0966912800507749,0.03504101253029124,1.9733102296242742
frozenset({'Gender_Male'}),"frozenset({'CAEC_Sometimes', 'family_history_with_overweight_yes'})",0.5059213642823307,0.7323543344386547,0.39744197063003317,0.7855805243445693,1.0726781933320735,0.026928266612750662,1.24823393370968
"frozenset({'Gender_Male', 'CALC_Sometimes'})",frozenset({'family_history_with_overweight_yes'}),0.3268593083846518,0.817621980104216,0.2818569398389389,0.8623188405797101,1.0546669017750683,0.014609584901985273,1.3246403550325354
"frozenset({'Gender_Male', 'family_history_with_overweight_yes'})",frozenset({'CALC_Sometimes'}),0.4334438654666035,0.6636665087636191,0.2818569398389389,0.6502732240437158,0.9798192547867838,-0.005805237100289684,0.9617035765040265
"frozenset({'Gender_Male', 'CALC_no'})",frozenset({'family_history_with_overweight_yes'}),0.1586925627664614,0.817621980104216,0.13642823306489815,0.8597014925373134,1.0514657304439563,0.006677705667971379,1.2999284396827153
"frozenset({'Gender_Male', 'MTRANS_Public_Transportation'})",frozenset({'family_history_with_overweight_yes'}),0.3439128375177641,0.817621980104216,0.2918048318332544,0.8484848484848485,1.0377471119070192,0.010614136638720628,1.2036949313121743
"frozenset({'Gender_Male', 'family_history_with_overweight_yes'})",frozenset({'MTRANS_Public_Transportation'}),0.4334438654666035,0.7484604452865941,0.2918048318332544,0.673224043715847,0.8994784533444006,-0.03261075672062225,0.7697615135878476
"frozenset({'Gender_Male', 'NObeyesdad_Obesity_Type_II'})",frozenset({'family_history_with_overweight_yes'}),0.1397441970630033,0.817621980104216,0.1397441970630033,1.0,1.2230590961761296,0.025486269952276777,inf
"frozenset({'family_history_with_overweight_yes', 'NObeyesdad_Obesity_Type_II'})",frozenset({'Gender_Male'}),0.14021790620558977,0.5059213642823307,0.1397441970630033,0.9966216216216216,1.969914085433748,0.06880496265865946,146.2472761724292
frozenset({'NObeyesdad_Obesity_Type_II'}),"frozenset({'Gender_Male', 'family_history_with_overweight_yes'})",0.14069161534817623,0.4334438654666035,0.1397441970630033,0.9932659932659932,2.291567772442089,0.07876227946774927,84.13358597820837
"frozenset({'Gender_Male', 'CAEC_Sometimes'})",frozenset({'FAVC_yes'}),0.4362861203221222,0.8839412600663192,0.4007579346281383,0.9185667752442996,1.0391717376959897,0.015106631681155835,1.4252013263855992
"frozenset({'Gender_Male', 'FAVC_yes'})",frozenset({'CAEC_Sometimes'}),0.4576030317385126,0.8360966366650876,0.4007579346281383,0.8757763975155278,1.0474583428641808,0.018157578863820578,1.3194220748460435
frozenset({'Gender_Male'}),"frozenset({'CAEC_Sometimes', 'FAVC_yes'})",0.5059213642823307,0.7617243012790147,0.4007579346281383,0.792134831460674,1.0399232768740565,0.015385336918054104,1.1462993073604149
"frozenset({'Gender_Male', 'CALC_Sometimes'})",frozenset({'FAVC_yes'}),0.3268593083846518,0.8839412600663192,0.30317385125532925,0.9275362318840581,1.0493188561132083,0.014249422337394513,1.6016106110847972
"frozenset({'Gender_Male', 'FAVC_yes'})",frozenset({'CALC_Sometimes'}),0.4576030317385126,0.6636665087636191,0.30317385125532925,0.6625258799171843,0.9982813222735019,-0.0005219552182169629,0.996620099798601
"frozenset({'Gender_Male', 'CALC_no'})",frozenset({'FAVC_yes'}),0.1586925627664614,0.8839412600663192,0.13879677877783042,0.8746268656716418,0.9894626545727953,-0.0014781251171089305,0.9257066161376921
"frozenset({'Gender_Male', 'MTRANS_Public_Transportation'})",frozenset({'FAVC_yes'}),0.3439128375177641,0.8839412600663192,0.31549028896257697,0.9173553719008265,1.0378012808588666,0.011491542014141265,1.404310753197538
"frozenset({'Gender_Male', 'FAVC_yes'})",frozenset({'MTRANS_Public_Transportation'}),0.4576030317385126,0.7484604452865941,0.31549028896257697,0.6894409937888198,0.9211455303089865,-0.027007479936925594,0.8099573661771671
frozenset({'Gender_Male'}),"frozenset({'MTRANS_Public_Transportation', 'FAVC_yes'})",0.5059213642823307,0.6655613453339649,0.31549028896257697,0.6235955056179775,0.9369466991882922,-0.021231414882366018,0.8885086646351379
"frozenset({'Gender_Male', 'NObeyesdad_Obesity_Type_II'})",frozenset({'FAVC_yes'}),0.1397441970630033,0.8839412600663192,0.1369019422074846,0.9796610169491526,1.108287463440333,0.013376280568657431,5.706221380072665
"frozenset({'FAVC_yes', 'NObeyesdad_Obesity_Type_II'})",frozenset({'Gender_Male'}),0.13737565135007104,0.5059213642823307,0.1369019422074846,0.9965517241379311,1.9697759266434198,0.06740066525728286,143.28280435812843
frozenset({'NObeyesdad_Obesity_Type_II'}),"frozenset({'Gender_Male', 'FAVC_yes'})",0.14069161534817623,0.4576030317385126,0.1369019422074846,0.9730639730639731,2.1264369017992206,0.07252103248397052,20.13648744670773
"frozenset({'Gender_Male', 'CAEC_Sometimes'})",frozenset({'CALC_Sometimes'}),0.4362861203221222,0.6636665087636191,0.28422548555187116,0.6514657980456027,0.9816162024798482,-0.005323000744335948,0.9649942225193361
"frozenset({'Gender_Male', 'CALC_Sometimes'})",frozenset({'CAEC_Sometimes'}),0.3268593083846518,0.8360966366650876,0.28422548555187116,0.8695652173913043,1.0400295602906762,0.010939517148787103,1.2565924522343281
"frozenset({'Gender_Male', 'CALC_no'})",frozenset({'CAEC_Sometimes'}),0.1586925627664614,0.8360966366650876,0.14069161534817623,0.8865671641791045,1.0603644666187477,0.008009297355374534,1.44493754518936
"frozenset({'Gender_Male', 'CAEC_Sometimes'})",frozenset({'MTRANS_Public_Transportation'}),0.4362861203221222,0.7484604452865941,0.2936996684036002,0.6731813246471227,0.8994213774240987,-0.032843235485055966,0.7696608966479962
"frozenset({'Gender_Male', 'MTRANS_Public_Transportation'})",frozenset({'CAEC_Sometimes'}),0.3439128375177641,0.8360966366650876,0.2936996684036002,0.8539944903581267,1.0214064414424961,0.0061553016490508705,1.1225834130296828
"frozenset({'Gender_Male', 'NObeyesdad_Obesity_Type_II'})",frozenset({'CAEC_Sometimes'}),0.1397441970630033,0.8360966366650876,0.13832306963524396,0.9898305084745763,1.1838709367647766,0.021483416477403677,16.117164061266465
"frozenset({'CAEC_Sometimes', 'NObeyesdad_Obesity_Type_II'})",frozenset({'Gender_Male'}),0.13879677877783042,0.5059213642823307,0.13832306963524396,0.9965870307167235,1.9698457133361453,0.06810281395797115,144.76504026527496
frozenset({'NObeyesdad_Obesity_Type_II'}),"frozenset({'Gender_Male', 'CAEC_Sometimes'})",0.14069161534817623,0.4362861203221222,0.13832306963524396,0.9831649831649831,2.253486731228316,0.07694127061313581,33.484604452865874
"frozenset({'Gender_Male', 'MTRANS_Public_Transportation'})",frozenset({'CALC_Sometimes'}),0.3439128375177641,0.6636665087636191,0.23401231643770726,0.6804407713498624,1.0252751379868377,0.005768884243302963,1.0524918734379853
"frozenset({'Gender_Male', 'CALC_Sometimes'})",frozenset({'MTRANS_Public_Transportation'}),0.3268593083846518,0.7484604452865941,0.23401231643770726,0.7159420289855073,0.9565529260686113,-0.010628947061937427,0.8855219017971946
"frozenset({'Gender_Male', 'NObeyesdad_Obesity_Type_II'})",frozenset({'CALC_Sometimes'}),0.1397441970630033,0.6636665087636191,0.10563713879677877,0.7559322033898305,1.1390241836944555,0.012893595412000178,1.3780330543712827
"frozenset({'CALC_Sometimes', 'NObeyesdad_Obesity_Type_II'})",frozenset({'Gender_Male'}),0.10611084793936523,0.5059213642823307,0.10563713879677877,0.9955357142857142,1.9677676899411447,0.05195339384214018,110.67361440075557
frozenset({'NObeyesdad_Obesity_Type_II'}),"frozenset({'Gender_Male', 'CALC_Sometimes'})",0.14069161534817623,0.3268593083846518,0.10563713879677877,0.7508417508417508,2.297140486995559,0.05965077470855443,2.7016592622940316
"frozenset({'Gender_Male', 'CALC_no'})",frozenset({'MTRANS_Public_Transportation'}),0.1586925627664614,0.7484604452865941,0.10137375651350071,0.6388059701492537,0.8534932930285282,-0.01740134967835577,0.6964111638759585
"frozenset({'CAEC_Sometimes', 'family_history_with_overweight_yes'})",frozenset({'FAVC_yes'}),0.7323543344386547,0.8839412600663192,0.6774040738986262,0.9249676584734798,1.046413036997597,0.030045860699891236,1.5467828615299155
"frozenset({'CAEC_Sometimes', 'FAVC_yes'})",frozenset({'family_history_with_overweight_yes'}),0.7617243012790147,0.817621980104216,0.6774040738986262,0.8893034825870646,1.0876707136392196,0.05460154239337778,1.6475497527664067
"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",frozenset({'CAEC_Sometimes'}),0.7484604452865941,0.8360966366650876,0.6774040738986262,0.9050632911392404,1.082486463226593,0.051618812917651136,1.726448760461076
frozenset({'CAEC_Sometimes'}),"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",0.8360966366650876,0.7484604452865941,0.6774040738986262,0.8101983002832861,1.082486463226593,0.051618812917651136,1.3252755643855565
frozenset({'family_history_with_overweight_yes'}),"frozenset({'CAEC_Sometimes', 'FAVC_yes'})",0.817621980104216,0.7617243012790147,0.6774040738986262,0.828505214368482,1.0876707136392199,0.05460154239337778,1.3894049188933129
frozenset({'FAVC_yes'}),"frozenset({'CAEC_Sometimes', 'family_history_with_overweight_yes'})",0.8839412600663192,0.7323543344386547,0.6774040738986262,0.7663451232583065,1.046413036997597,0.030045860699891236,1.1454743393061244
"frozenset({'family_history_with_overweight_yes', 'CALC_Sometimes'})",frozenset({'FAVC_yes'}),0.5381335859782094,0.8839412600663192,0.5063950734249171,0.9410211267605634,1.0645742757725345,0.030716593351331756,1.9678019188755425
"frozenset({'CALC_Sometimes', 'FAVC_yes'})",frozenset({'family_history_with_overweight_yes'}),0.6077688299384179,0.817621980104216,0.5063950734249171,0.8332034294621978,1.0190570333688873,0.00946991924504531,1.093415885636872
"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",frozenset({'CALC_Sometimes'}),0.7484604452865941,0.6636665087636191,0.5063950734249171,0.6765822784810126,1.0194612347419112,0.009666942753899455,1.0399352566604338
frozenset({'CALC_Sometimes'}),"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",0.6636665087636191,0.7484604452865941,0.5063950734249171,0.7630264097073519,1.0194612347419112,0.009666942753899455,1.0614666149201257
frozenset({'family_history_with_overweight_yes'}),"frozenset({'CALC_Sometimes', 'FAVC_yes'})",0.817621980104216,0.6077688299384179,0.5063950734249171,0.6193511008111239,1.0190570333688873,0.00946991924504531,1.030427700953258
"frozenset({'CALC_no', 'family_history_with_overweight_yes'})",frozenset({'FAVC_yes'}),0.2534343912837518,0.8839412600663192,0.2207484604452866,0.8710280373831776,0.9853913113161243,-0.0032726547302135423,0.8998757371669451
"frozenset({'CALC_no', 'FAVC_yes'})",frozenset({'family_history_with_overweight_yes'}),0.24964471814306016,0.817621980104216,0.2207484604452866,0.8842504743833017,1.081490585992555,0.016633451674598843,1.5756264997553797
frozenset({'CALC_no'}),"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",0.30270014211274276,0.7484604452865941,0.2207484604452866,0.729264475743349,0.974352726768487,-0.005810622708732172,0.9290969679876669
"frozenset({'family_history_with_overweight_yes', 'MTRANS_Public_Transportation'})",frozenset({'FAVC_yes'}),0.6020843202273803,0.8839412600663192,0.5547134059687352,0.9213217938631,1.0422884816961437,0.022506233280771393,1.4751065845570837
"frozenset({'MTRANS_Public_Transportation', 'FAVC_yes'})",frozenset({'family_history_with_overweight_yes'}),0.6655613453339649,0.817621980104216,0.5547134059687352,0.8334519572953737,1.019360997595906,0.010535820915952843,1.0950475126221217
"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",frozenset({'MTRANS_Public_Transportation'}),0.7484604452865941,0.7484604452865941,0.5547134059687352,0.7411392405063291,0.9902183143726966,-0.005479632189871464,0.9717175952253821
frozenset({'MTRANS_Public_Transportation'}),"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",0.7484604452865941,0.7484604452865941,0.5547134059687352,0.7411392405063291,0.9902183143726966,-0.005479632189871464,0.9717175952253821
frozenset({'family_history_with_overweight_yes'}),"frozenset({'MTRANS_Public_Transportation', 'FAVC_yes'})",0.817621980104216,0.6655613453339649,0.5547134059687352,0.6784472769409038,1.019360997595906,0.010535820915952843,1.0400740864028404
frozenset({'FAVC_yes'}),"frozenset({'family_history_with_overweight_yes', 'MTRANS_Public_Transportation'})",0.8839412600663192,0.6020843202273803,0.5547134059687352,0.627545551982851,1.0422884816961437,0.022506233280771393,1.0683606596485011
"frozenset({'family_history_with_overweight_yes', 'NObeyesdad_Obesity_Type_I'})",frozenset({'FAVC_yes'}),0.16295594504973945,0.8839412600663192,0.15821885362387494,0.9709302325581396,1.0984103541962662,0.01417537022131038,3.9924206537186264
"frozenset({'FAVC_yes', 'NObeyesdad_Obesity_Type_I'})",frozenset({'family_history_with_overweight_yes'}),0.16106110847939364,0.817621980104216,0.15821885362387494,0.9823529411764707,1.2014757003612568,0.02653175119117318,10.334754460761127
frozenset({'NObeyesdad_Obesity_Type_I'}),"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",0.1662719090478446,0.7484604452865941,0.15821885362387494,0.9515669515669517,1.2713657182011613,0.0337709065392731,5.193551982612102
"frozenset({'family_history_with_overweight_yes', 'NObeyesdad_Obesity_Type_II'})",frozenset({'FAVC_yes'}),0.14021790620558977,0.8839412600663192,0.13737565135007104,0.9797297297297296,1.108365197995423,0.013431258654841058,5.7255645033948825
"frozenset({'FAVC_yes', 'NObeyesdad_Obesity_Type_II'})",frozenset({'family_history_with_overweight_yes'}),0.13737565135007104,0.817621980104216,0.13737565135007104,1.0,1.2230590961761296,0.02505429927511954,inf
frozenset({'NObeyesdad_Obesity_Type_II'}),"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",0.14069161534817623,0.7484604452865941,0.13737565135007104,0.9764309764309763,1.30458594382645,0.03207354227848486,10.672463964268744
"frozenset({'NObeyesdad_Obesity_Type_III', 'family_history_with_overweight_yes'})",frozenset({'FAVC_yes'}),0.15348176219801044,0.8839412600663192,0.15300805305542398,0.9969135802469136,1.1278052346737593,0.017339190780915475,37.6030317385124
"frozenset({'NObeyesdad_Obesity_Type_III', 'FAVC_yes'})",frozenset({'family_history_with_overweight_yes'}),0.15300805305542398,0.817621980104216,0.15300805305542398,1.0,1.2230590961761296,0.02790530574435729,inf
frozenset({'NObeyesdad_Obesity_Type_III'}),"frozenset({'family_history_with_overweight_yes', 'FAVC_yes'})",0.15348176219801044,0.7484604452865941,0.15300805305542398,0.9969135802469136,1.3319522581653382,0.03813302497732994,81.49881572714317
"frozenset({'CAEC_Sometimes', 'family_history_with_overweight_yes'})",frozenset({'CALC_Sometimes'}),0.7323543344386547,0.6636665087636191,0.5040265277119849,0.6882276843467011,1.0370083095331093,0.017987483397178983,1.0787792063307984
"frozenset({'CAEC_Sometimes', 'CALC_Sometimes'})",frozenset({'family_history_with_overweight_yes'}),0.5736617716721932,0.817621980104216,0.5040265277119849,0.8786127167630059,1.074595275253016,0.034988054047273565,1.5024474972366977
"frozenset({'CALC_Sometimes', 'family_history_with_overweight_yes'})",frozenset({'CAEC_Sometimes'}),0.5381335859782094,0.8360966366650876,0.5040265277119849,0.9366197183098592,1.120229022862387,0.05409484639908124,2.5860308437286212
frozenset({'CAEC_Sometimes'}),"frozenset({'CALC_Sometimes', 'family_history_with_overweight_yes'})",0.8360966366650876,0.5381335859782094,0.5040265277119849,0.6028328611898017,1.1202290228623868,0.05409484639908124,1.1629018840919552
frozenset({'family_history_with_overweight_yes'}),"frozenset({'CAEC_Sometimes', 'CALC_Sometimes'})",0.817621980104216,0.5736617716721932,0.5040265277119849,0.6164542294322132,1.0745952752530157,0.034988054047273565,1.1115706678153994
frozenset({'CALC_Sometimes'}),"frozenset({'CAEC_Sometimes', 'family_history_with_overweight_yes'})",0.6636665087636191,0.7323543344386547,0.5040265277119849,0.7594575303354747,1.0370083095331093,0.017987483397178983,1.112675304010222
"frozenset({'CAEC_Sometimes', 'CALC_no'})",frozenset({'family_history_with_overweight_yes'}),0.24111795357650403,0.817621980104216,0.21080056845097112,0.8742632612966601,1.0692756341814886,0.01365722980907344,1.4504751894836565
"frozenset({'CALC_no', 'family_history_with_overweight_yes'})",frozenset({'CAEC_Sometimes'}),0.2534343912837518,0.8360966366650876,0.21080056845097112,0.8317757009345794,0.9948320139789786,-0.001095073716637529,0.9743144376019791
